nct_id,enrollment_log,start_year,pre_semaglutide_era,post_semaglutide_era,phase_Unknown,phase_PHASE4,is_obesity,is_t2d,is_weight_loss,exc_count,criteria_total_len,mentions_bmi,mentions_contraindication,mentions_renal_cutoff,high_risk_term_count,risk_ratio,year_x_enrollment,enrollment_log_x_phase_Unknown,label
NCT03421262,8.201111644442758,2017.0,0,1,0,0,0,0,0,0,428,0,0,0,1,1.0,16541.642186841043,0.0,0
NCT04601753,5.272999558563747,2020.0,0,1,0,0,0,0,0,0,1349,0,0,0,0,0.0,10651.459108298768,0.0,0
NCT00715780,7.419380582918692,2008.0,1,0,0,0,0,0,0,0,589,0,0,0,0,0.0,14898.116210500732,0.0,0
NCT02985307,4.795790545596741,2017.0,0,1,0,0,1,0,1,0,731,1,0,0,0,0.0,9673.109530468628,0.0,0
NCT03310476,3.4339872044851463,2018.0,0,1,0,0,1,0,0,0,346,1,0,0,0,0.0,6929.786178651025,0.0,0
NCT00371657,6.042632833682381,2006.0,1,0,0,0,1,0,0,0,778,0,0,0,0,0.0,12121.521464366857,0.0,0
NCT01842282,2.079441541679836,2013.0,1,0,0,0,1,1,0,0,2750,1,0,0,0,0.0,4185.915823401509,0.0,0
NCT06572345,4.30406509320417,2025.0,0,1,0,0,1,1,0,0,4652,1,0,0,0,0.0,8715.731813738445,0.0,0
NCT03588234,6.059123195581797,2018.0,0,1,0,0,0,0,0,0,37,0,0,0,0,0.0,12227.310608684063,0.0,0
NCT05140694,4.912654885736052,2023.0,0,1,0,0,0,1,0,0,1511,1,0,0,1,1.0,9938.300833844034,0.0,0
NCT03550976,5.993961427306569,2018.0,0,1,0,0,0,0,0,0,1104,1,1,0,1,1.0,12095.814160304655,0.0,0
NCT02375113,2.5649493574615367,2012.0,1,0,0,0,1,0,0,0,1224,1,0,0,0,0.0,5160.678107212612,0.0,0
NCT00765830,5.857933154483459,2008.0,1,0,0,0,0,0,0,0,111,0,0,0,0,0.0,11762.729774202786,0.0,0
NCT00421616,3.828641396489095,2007.0,1,0,0,0,1,0,1,0,243,0,0,0,0,0.0,7684.083282753614,0.0,0
NCT04708769,6.263398262591624,2021.0,0,1,0,0,1,0,0,0,865,1,0,0,1,0.3333333333333333,12658.327888697671,0.0,0
NCT01355224,6.683360945766275,2011.0,1,0,0,0,1,0,0,0,192,0,0,0,0,0.0,13440.23886193598,0.0,0
NCT03170089,3.80666248977032,2017.0,0,1,0,0,0,0,0,0,296,0,0,0,0,0.0,7678.038241866735,0.0,0
NCT01951339,3.610917912644224,2013.0,1,0,0,0,0,1,0,0,2730,0,1,0,1,1.0,7268.777758152823,0.0,0
NCT03968458,2.9444389791664403,2019.0,0,1,0,0,1,0,0,0,424,1,1,0,0,0.0,5944.822298937043,0.0,0
NCT05564039,5.645446897643238,2022.0,0,1,0,0,0,1,0,0,1940,1,1,0,2,0.4,11415.093627034626,0.0,0
NCT01263470,6.175867270105761,2007.0,1,0,0,0,0,0,0,0,638,0,0,0,0,0.0,12394.965611102263,0.0,0
NCT06621030,2.772588722239781,2024.0,0,1,0,0,0,1,0,0,1376,1,0,0,0,0.0,5611.719573813317,0.0,0
NCT00894322,4.189654742026425,2009.0,1,0,0,0,0,1,0,0,2363,1,0,0,0,0.0,8417.016376731088,0.0,0
NCT04783376,3.784189633918261,2021.0,0,1,0,0,0,0,0,0,302,0,0,0,0,0.0,7647.847250148806,0.0,0
NCT05714852,4.394449154672439,2023.0,0,1,0,0,0,0,0,0,165,0,0,0,0,0.0,8889.970639902343,0.0,0
NCT00397631,6.255750041753367,2006.0,1,0,0,0,0,1,0,0,424,0,0,0,0,0.0,12549.034583757251,0.0,0
NCT02202161,4.262679877041316,2014.0,1,0,0,0,0,0,0,0,11171,1,1,0,5,1.6666666666666667,8585.037272361209,0.0,0
NCT05872711,3.713572066704308,2023.0,0,1,0,0,0,0,0,0,176,0,0,0,0,0.0,7512.556290942815,0.0,0
NCT02735044,6.139884552226255,2016.0,1,0,0,0,0,0,0,0,2237,0,1,0,2,1.0,12378.00725728813,0.0,0
NCT00198757,4.795790545596741,2002.0,1,0,0,0,1,1,0,0,1377,1,0,0,0,0.0,9601.172672284676,0.0,0
NCT02008474,4.795790545596741,2014.0,1,0,0,0,1,0,1,0,303,1,0,0,0,0.0,9658.722158831835,0.0,0
NCT02911337,4.110873864173311,2015.0,1,0,0,0,0,0,1,0,2056,1,0,0,1,0.5,8283.410836309222,0.0,0
NCT04152811,3.8918202981106265,2019.0,0,1,0,0,0,1,0,0,273,0,0,0,0,0.0,7857.585181885355,0.0,0
NCT00957060,5.993961427306569,2009.0,1,0,0,0,0,0,0,0,1264,0,0,0,1,0.3333333333333333,12041.868507458898,0.0,0
NCT00067873,5.44673737166631,2000.0,1,0,0,0,1,0,0,0,115,1,0,0,0,0.0,10893.47474333262,0.0,0
NCT05753124,6.55250788703459,2015.0,1,0,0,0,1,0,0,0,293,1,0,0,0,0.0,13203.3033923747,0.0,0
NCT05822349,5.3230099791384085,2023.0,0,1,0,0,0,1,0,0,762,0,0,0,0,0.0,10768.449187797,0.0,0
NCT02059174,4.343805421853684,2014.0,1,0,0,0,0,0,0,0,2985,1,0,0,2,0.6666666666666666,8748.42411961332,0.0,0
NCT02452632,4.969813299576001,2015.0,1,0,0,0,0,1,0,0,2865,1,1,0,7,1.75,10014.17379864564,0.0,0
NCT02420054,3.044522437723423,2015.0,1,0,0,0,1,0,0,0,256,1,0,0,0,0.0,6134.712712012697,0.0,0
NCT02560090,4.07753744390572,2015.0,1,0,0,0,0,0,0,0,998,0,0,0,0,0.0,8216.237949470025,0.0,0
NCT01138293,4.30406509320417,2008.0,1,0,0,0,1,0,0,0,109,0,0,0,0,0.0,8642.562707153973,0.0,0
NCT00115973,4.276666119016055,2005.0,1,0,0,0,0,0,0,0,621,1,0,0,0,0.0,8574.71556862719,0.0,0
NCT05348499,5.860786223465865,2021.0,0,1,0,0,0,0,0,0,355,0,0,0,0,0.0,11844.648957624517,0.0,0
NCT07317310,5.746203190540153,2026.0,0,1,0,0,1,0,0,0,2497,1,0,0,2,0.6666666666666666,11641.80766403435,0.0,0
NCT04568382,3.218875824868201,2020.0,0,1,0,0,0,0,0,0,594,0,0,0,0,0.0,6502.129166233765,0.0,0
NCT03050619,10.370643380642726,2016.0,1,0,0,0,0,1,0,0,599,0,0,0,0,0.0,20907.21705537573,0.0,0
NCT02829619,8.663714844079005,2008.0,1,0,0,0,1,0,1,0,368,1,0,0,0,0.0,17396.73940691064,0.0,0
NCT06368232,4.343805421853684,2022.0,0,1,0,0,1,0,0,0,793,1,0,0,0,0.0,8783.17456298815,0.0,0
NCT03042234,3.258096538021482,2017.0,0,1,0,0,1,0,0,0,605,1,0,0,0,0.0,6571.580717189329,0.0,0
NCT01427660,5.25227342804663,2011.0,1,0,0,0,0,0,0,0,356,0,0,0,0,0.0,10562.321863801772,0.0,0
NCT01595100,6.049733455231958,2010.0,1,0,0,0,1,0,0,0,315,0,0,0,0,0.0,12159.964245016236,0.0,0
NCT01729078,3.8918202981106265,2012.0,1,0,0,0,0,0,0,0,175,1,1,0,0,0.0,7830.34243979858,0.0,0
NCT01682759,6.62273632394984,2012.0,1,0,0,0,0,1,0,0,1690,0,1,0,0,0.0,13324.945483787078,0.0,0
NCT02617160,3.9318256327243257,2016.0,1,0,0,0,0,0,0,0,1340,1,0,0,2,1.0,7926.560475572241,0.0,0
NCT00256607,5.71042701737487,2007.0,1,0,0,0,0,1,0,0,190,0,0,0,0,0.0,11460.827023871365,0.0,0
NCT01849627,5.846438775057725,2014.0,1,0,0,0,1,0,1,0,1333,1,0,0,0,0.0,11774.727692966257,0.0,0
NCT01829555,2.3978952727983707,2013.0,1,0,0,0,0,0,0,0,884,0,0,0,0,0.0,4826.96318414312,0.0,0
NCT02923323,3.49650756146648,2016.0,1,0,0,0,0,0,0,0,537,0,0,0,1,1.0,7048.959243916424,0.0,0
NCT00445627,4.418840607796598,2007.0,1,0,0,0,1,0,0,0,2529,1,0,0,0,0.0,8868.613099847773,0.0,0
NCT06036004,4.727387818712341,2024.0,0,1,0,0,0,0,0,0,1028,0,0,0,0,0.0,9568.232945073778,0.0,0
NCT04342845,5.420534999272286,2016.0,1,0,0,0,0,0,0,0,403,0,0,0,1,0.5,10927.79855853293,0.0,0
NCT00837122,9.210440366976515,2009.0,1,0,0,0,0,0,0,0,1400,0,0,0,0,0.0,18503.774697255823,0.0,0
NCT01026194,5.3230099791384085,2009.0,1,0,0,0,0,1,0,0,1019,0,0,0,3,3.0,10693.927048089065,0.0,0
NCT02290106,3.9318256327243257,2015.0,1,0,0,0,1,0,0,0,1361,1,1,0,0,0.0,7922.628649939516,0.0,0
NCT04999462,4.709530201312334,2021.0,0,1,0,0,1,0,0,0,5343,1,0,0,0,0.0,9517.960536852226,0.0,0
NCT04916314,4.7535901911063645,2021.0,0,1,0,0,0,1,0,0,1493,1,0,0,0,0.0,9607.005776225962,0.0,0
NCT05398068,3.713572066704308,2022.0,0,1,0,0,1,0,0,0,497,0,0,0,0,0.0,7508.842718876111,0.0,0
NCT03945396,4.110873864173311,2019.0,0,1,0,0,1,0,0,0,1206,1,0,0,0,0.0,8299.854331765915,0.0,0
NCT02941445,3.218875824868201,2015.0,1,0,0,0,0,0,1,0,450,1,0,0,0,0.0,6486.0347871094245,0.0,0
NCT06024928,3.713572066704308,2024.0,0,1,0,0,0,1,0,0,2194,0,0,0,2,1.0,7516.269863009519,0.0,0
NCT00231725,5.916202062607435,2005.0,1,0,0,0,0,1,0,0,390,0,0,0,1,1.0,11861.985135527908,0.0,0
NCT00265954,6.1779441140506,2006.0,1,0,0,0,1,0,1,0,154,1,0,0,0,0.0,12392.955892785503,0.0,0
NCT00441129,4.7535901911063645,2006.0,1,0,0,0,0,0,0,0,2403,0,0,0,0,0.0,9535.701923359367,0.0,0
NCT02147431,3.6635616461296463,2014.0,1,0,0,0,0,0,0,0,1050,1,0,0,2,0.6666666666666666,7378.4131553051075,0.0,0
NCT01909687,5.099866427824199,2013.0,1,0,0,0,0,0,0,0,888,0,0,0,1,1.0,10266.031119210113,0.0,0
NCT04484831,3.784189633918261,2020.0,0,1,0,0,1,0,1,0,901,0,0,0,0,0.0,7644.063060514887,0.0,0
NCT01735643,5.3981627015177525,2011.0,1,0,0,0,0,1,0,0,547,1,0,0,0,0.0,10855.7051927522,0.0,0
NCT06525259,8.188966863648876,2024.0,0,1,0,0,0,1,0,0,2373,1,0,0,1,1.0,16574.468932025324,0.0,0
NCT07303803,5.707110264748875,2026.0,0,1,0,0,0,1,0,0,4255,0,1,1,3,0.5,11562.60539638122,0.0,0
NCT02268916,4.653960350157523,2015.0,1,0,0,0,0,1,0,0,894,0,0,0,0,0.0,9377.730105567409,0.0,0
NCT05667038,4.51085950651685,2022.0,0,1,0,0,1,0,0,0,632,1,0,0,0,0.0,9120.957922177073,0.0,0
NCT07317115,3.044522437723423,2026.0,0,1,0,0,1,1,0,0,1870,1,1,0,0,0.0,6168.202458827655,0.0,0
NCT00552994,5.017279836814924,2007.0,1,0,0,0,0,0,0,0,465,0,0,0,0,0.0,10069.680632487552,0.0,0
NCT05781269,4.61512051684126,2022.0,0,1,0,0,1,0,0,0,1914,1,1,0,1,1.0,9331.773685053027,0.0,0
NCT00988377,2.833213344056216,2007.0,1,0,0,0,1,0,0,0,233,0,0,0,0,0.0,5686.259181520826,0.0,0
NCT02738151,6.835184586147301,2016.0,1,0,0,0,0,0,0,0,1914,1,1,0,3,0.75,13779.73212567296,0.0,0
NCT06401668,4.762173934797756,2025.0,0,1,0,0,0,0,0,1,831,0,0,0,0,0.0,9643.402217965457,0.0,0
NCT04537637,4.605170185988092,2020.0,0,1,0,0,0,0,0,0,1349,0,0,0,0,0.0,9302.443775695943,0.0,0
NCT02828995,6.2324480165505225,2016.0,1,0,0,0,0,0,0,0,201,0,0,0,0,0.0,12564.615201365854,0.0,0
NCT02371694,3.4339872044851463,2015.0,1,0,0,0,0,0,0,0,166,1,0,0,0,0.0,6919.48421703757,0.0,0
NCT03249441,4.5217885770490405,2016.0,1,0,0,0,1,0,0,0,406,1,0,0,1,1.0,9115.925771330863,0.0,0
NCT03112343,4.727387818712341,2017.0,0,1,0,0,0,0,0,0,1109,0,0,0,1,1.0,9535.141230342791,0.0,0
NCT01063361,4.882801922586371,2010.0,1,0,0,0,0,1,0,0,1647,0,0,0,0,0.0,9814.431864398604,0.0,0
NCT01935765,4.553876891600541,2013.0,1,0,0,0,0,0,0,0,732,1,0,0,0,0.0,9166.95418279189,0.0,0
NCT06231251,3.8918202981106265,2023.0,0,1,0,0,1,0,0,0,564,1,0,0,2,2.0,7873.152463077798,0.0,0
NCT03240289,3.5263605246161616,2013.0,1,0,0,0,0,0,0,0,325,0,0,0,0,0.0,7098.563736052333,0.0,0
NCT01567254,2.6390573296152584,2012.0,1,0,0,0,0,0,0,0,467,0,0,0,0,0.0,5309.7833471859,0.0,0
NCT00265746,0.0,2005.0,1,0,0,0,0,1,0,0,713,1,0,0,0,0.0,0.0,0.0,0
NCT02314637,5.484796933490655,2009.0,1,0,0,0,0,1,0,0,1122,0,0,0,3,1.5,11018.957039382723,0.0,0
NCT05059860,3.4339872044851463,2023.0,0,1,0,0,0,0,0,0,686,0,0,1,2,1.0,6946.956114673451,0.0,0
NCT00211536,4.68213122712422,2002.0,1,0,0,0,0,0,0,0,2017,0,0,0,1,1.0,9373.626716702687,0.0,0
NCT05222815,5.8888779583328805,2022.0,0,1,0,0,0,0,0,0,1303,0,0,0,0,0.0,11907.311231749083,0.0,0
NCT02201199,3.610917912644224,2014.0,1,0,0,0,0,0,0,0,2410,1,0,0,2,0.6666666666666666,7272.388676065468,0.0,0
NCT04221750,4.74493212836325,2021.0,0,1,0,0,1,0,0,0,2837,1,1,1,4,1.0,9589.507831422128,0.0,0
NCT02741050,3.258096538021482,2016.0,1,0,0,0,0,0,0,0,747,0,0,0,1,0.5,6568.322620651308,0.0,0
NCT05515939,3.555348061489413,2022.0,0,1,0,0,0,0,0,0,1811,0,0,0,0,0.0,7188.913780331594,0.0,0
NCT06145542,4.04305126783455,2023.0,0,1,0,0,0,1,0,0,1243,0,0,0,2,2.0,8179.092714829295,0.0,0
NCT06441409,5.081404364984463,2024.0,0,1,0,0,0,0,0,0,1597,1,0,0,1,1.0,10284.762434728553,0.0,0
NCT02526069,2.8903717578961645,2015.0,1,0,0,0,0,0,0,1,619,0,0,0,1,1.0,5824.099092160772,0.0,0
NCT00784511,4.61512051684126,2008.0,1,0,0,0,0,1,0,0,1962,1,1,0,1,0.3333333333333333,9267.16199781725,0.0,0
NCT05481944,3.9318256327243257,2022.0,0,1,0,0,0,0,0,0,3607,1,1,0,1,0.3333333333333333,7950.151429368587,0.0,0
NCT03434860,3.9889840465642745,2016.0,1,0,0,0,0,0,0,0,1001,1,0,0,0,0.0,8041.791837873578,0.0,0
NCT04006028,6.2166061010848646,2019.0,0,1,0,0,0,1,0,0,407,0,1,0,0,0.0,12551.327718090342,0.0,0
NCT02723968,3.4011973816621555,2009.0,1,0,0,0,0,0,0,0,698,0,0,0,0,0.0,6833.005539759271,0.0,0
NCT02654535,0.6931471805599453,2015.0,1,0,0,0,1,0,0,0,1180,0,0,0,0,0.0,1396.6915688282895,0.0,0
NCT03839511,1.6094379124341005,2018.0,0,1,0,0,0,0,0,0,546,1,0,0,0,0.0,3247.8457072920146,0.0,0
NCT00974090,5.272999558563747,2009.0,1,0,0,0,0,1,0,0,1119,0,0,0,3,3.0,10593.456113154569,0.0,0
NCT04520490,4.158883083359672,2021.0,0,1,0,0,1,0,0,0,1629,1,1,1,2,2.0,8405.102711469895,0.0,0
NCT03758144,4.394449154672439,2018.0,0,1,0,0,0,0,0,0,126,0,0,0,0,0.0,8867.998394128983,0.0,0
NCT01537510,6.309918278226516,2010.0,1,0,0,0,1,0,0,0,673,1,0,0,0,0.0,12682.935739235298,0.0,0
NCT00441844,3.9318256327243257,2002.0,1,0,0,0,0,0,0,0,659,0,0,0,0,0.0,7871.5149167141,0.0,0
NCT01099618,3.8918202981106265,2010.0,1,0,0,0,0,0,0,0,1060,1,0,0,1,1.0,7822.558799202359,0.0,0
NCT02451631,5.220355825078324,2015.0,1,0,0,0,0,1,0,0,1045,0,0,0,1,0.5,10519.016987532825,0.0,0
NCT01533454,5.087596335232384,2012.0,1,0,0,0,1,0,1,0,1460,1,0,0,2,2.0,10236.243826487556,0.0,0
NCT06117631,5.484796933490655,2023.0,0,1,0,0,1,0,0,0,514,0,0,0,0,0.0,11095.744196451597,0.0,0
NCT01682902,3.784189633918261,2012.0,1,0,0,0,0,0,0,0,994,1,0,0,3,3.0,7613.789543443541,0.0,0
NCT00494988,3.5263605246161616,2004.0,1,0,0,0,0,0,0,0,294,1,0,0,0,0.0,7066.826491330788,0.0,0
NCT06415214,5.641907070938114,2024.0,0,1,0,0,0,1,0,0,1449,1,0,0,0,0.0,11419.219911578744,0.0,0
NCT07300332,3.4339872044851463,2025.0,0,1,0,0,1,0,0,0,266,1,0,0,0,0.0,6953.824089082421,0.0,0
NCT02324036,5.25227342804663,2014.0,1,0,0,0,0,0,0,0,713,0,0,0,0,0.0,10578.078684085913,0.0,0
NCT01709851,2.5649493574615367,2012.0,1,0,0,0,0,0,0,1,1549,1,0,0,1,0.5,5160.678107212612,0.0,0
NCT07318207,4.634728988229636,2026.0,0,1,0,0,0,1,0,0,268,0,0,0,0,0.0,9389.960930153242,0.0,0
NCT07317986,5.707110264748875,2025.0,0,1,0,0,0,0,0,0,1362,0,0,0,1,0.5,11556.898286116471,0.0,0
NCT03959306,3.9318256327243257,2019.0,0,1,0,0,0,0,0,0,532,0,0,0,0,0.0,7938.355952470413,0.0,0
NCT02307695,5.220355825078324,2014.0,1,0,0,0,0,0,0,0,2721,0,1,0,2,0.5,10513.796631707746,0.0,0
NCT03437109,6.318968113746434,2017.0,0,1,0,0,0,1,0,0,680,0,0,0,0,0.0,12745.358685426558,0.0,0
NCT03333044,6.756932389247553,2019.0,0,1,0,0,0,0,0,0,382,0,0,0,0,0.0,13642.24649389081,0.0,0
NCT06067906,4.110873864173311,2023.0,0,1,0,0,1,0,1,0,1193,1,0,0,0,0.0,8316.297827222608,0.0,0
NCT03389490,3.9318256327243257,2018.0,0,1,0,0,0,0,0,0,1358,1,0,0,0,0.0,7934.424126837689,0.0,0
NCT00570687,3.4339872044851463,2007.0,1,0,0,0,0,0,0,0,3402,1,0,0,5,2.5,6892.012319401689,0.0,0
NCT01797042,5.905361848054571,2012.0,1,0,0,0,1,0,0,0,1961,1,1,0,0,0.0,11881.588038285796,0.0,0
NCT00129233,7.048386408721883,2004.0,1,0,0,0,0,1,0,0,676,0,0,0,1,1.0,14124.966363078653,0.0,0
NCT05230615,6.129050210060545,2022.0,0,1,0,0,0,0,0,0,1331,0,0,0,0,0.0,12392.939524742422,0.0,0
NCT04383041,3.49650756146648,2020.0,0,1,0,0,0,0,0,0,312,0,0,0,0,0.0,7062.94527416229,0.0,0
NCT01218061,5.905361848054571,2010.0,1,0,0,0,0,0,0,0,935,0,0,0,4,4.0,11869.777314589686,0.0,0
NCT03782636,3.737669618283368,2019.0,0,1,0,0,0,0,0,0,2113,0,0,1,3,1.5,7546.354959314121,0.0,0
NCT06901349,0.0,2025.0,0,1,0,0,1,0,0,0,1423,1,1,1,1,0.3333333333333333,0.0,0.0,0
NCT00887094,2.70805020110221,2009.0,1,0,0,0,0,0,0,0,424,0,0,0,1,1.0,5440.47285401434,0.0,0
NCT05783765,5.493061443340548,2023.0,0,1,0,0,1,0,0,0,608,1,0,0,1,1.0,11112.463299877929,0.0,0
NCT04411511,8.294299608857235,2020.0,0,1,0,0,1,0,0,0,283,0,0,0,0,0.0,16754.485209891616,0.0,0
NCT01492166,7.568379267836522,2006.0,1,0,0,0,0,0,0,0,90,0,0,0,0,0.0,15182.168811280064,0.0,0
NCT00477399,0.0,2007.0,1,0,0,0,1,0,1,0,287,0,0,0,1,1.0,0.0,0.0,0
NCT03406585,3.218875824868201,2017.0,0,1,0,0,0,0,0,0,3261,1,0,0,0,0.0,6492.472538759161,0.0,0
NCT02582242,6.082218910376446,2015.0,1,0,0,0,0,1,0,0,1913,0,0,0,0,0.0,12255.67110440854,0.0,0
NCT04723628,4.158883083359672,2019.0,0,1,0,0,0,1,0,0,408,0,0,0,1,1.0,8396.784945303176,0.0,0
NCT07177404,4.61512051684126,2025.0,0,1,0,0,0,0,0,0,324,0,0,0,0,0.0,9345.619046603551,0.0,0
NCT07205705,4.948759890378168,2025.0,0,1,0,0,0,0,0,0,648,0,1,0,0,0.0,10021.238778015791,0.0,0
NCT07206368,3.9318256327243257,2026.0,0,1,0,0,1,0,0,0,511,1,1,0,0,0.0,7965.878731899484,0.0,0
NCT01930448,0.0,2008.0,1,0,0,0,0,1,1,0,146,0,0,0,0,0.0,0.0,0.0,0
NCT01527552,3.4339872044851463,2002.0,1,0,0,0,0,0,0,0,1028,1,0,0,0,0.0,6874.842383379263,0.0,0
NCT07317973,5.860786223465865,2026.0,0,1,0,0,0,0,0,0,615,0,0,0,0,0.0,11873.952888741844,0.0,0
NCT01352949,5.298317366548036,2011.0,1,0,0,0,1,0,0,0,4254,1,1,0,0,0.0,10654.9162241281,0.0,0
NCT03675919,7.059617628291383,2018.0,0,1,0,0,0,0,0,0,575,1,0,0,0,0.0,14246.30837389201,0.0,0
NCT05365438,4.663439094112067,2022.0,0,1,0,0,0,0,0,0,1172,0,0,0,1,1.0,9429.4738482946,0.0,0
NCT06145360,5.017279836814924,2023.0,0,1,0,0,0,0,0,0,811,0,0,0,0,0.0,10149.957109876592,0.0,0
NCT04019197,4.691347882229144,2019.0,0,1,0,0,1,0,0,0,5113,1,1,0,0,0.0,9471.83137422064,0.0,0
NCT00175721,5.017279836814924,2005.0,1,0,0,0,0,0,0,0,371,0,0,0,0,0.0,10059.646072813925,0.0,0
NCT03943940,4.110873864173311,2019.0,0,1,0,0,0,1,0,0,1607,0,1,0,3,3.0,8299.854331765915,0.0,0
NCT00904761,0.0,2001.0,1,0,0,0,0,0,0,0,281,0,0,0,0,0.0,0.0,0.0,0
NCT01859494,5.393627546352362,2013.0,1,0,0,0,0,0,0,0,1073,0,0,0,0,0.0,10857.372250807304,0.0,0
NCT02292290,4.605170185988092,2011.0,1,0,0,0,0,1,0,0,568,0,0,0,1,1.0,9260.997244022052,0.0,0
NCT01868594,5.303304908059076,2013.0,1,0,0,0,0,0,0,0,4463,1,0,0,3,0.75,10675.55277992292,0.0,0
NCT00225888,3.610917912644224,2004.0,1,0,0,0,0,1,0,0,458,1,0,0,1,1.0,7236.279496939025,0.0,0
NCT00254800,3.6635616461296463,2005.0,1,0,0,0,0,1,0,0,402,1,0,0,0,0.0,7345.441100489941,0.0,0
NCT06724406,5.54907608489522,2025.0,0,1,0,0,1,0,1,0,1820,1,0,0,0,0.0,11236.87907191282,0.0,0
NCT00758082,4.143134726391533,2008.0,1,0,0,0,0,0,0,0,1449,0,0,0,1,0.3333333333333333,8319.414530594197,0.0,0
NCT02741674,11.083587658050506,2016.0,1,0,0,0,1,0,1,0,2349,1,0,0,7,3.5,22344.51271862982,0.0,0
NCT06242548,1.791759469228055,2023.0,0,1,0,0,0,0,0,0,1238,0,0,0,0,0.0,3624.729406248355,0.0,0
NCT04443842,2.4849066497880004,2020.0,0,1,0,0,0,0,0,0,1294,0,0,0,1,1.0,5019.51143257176,0.0,0
NCT00611988,4.983606621708336,2006.0,1,0,0,0,0,0,0,0,291,0,0,0,0,0.0,9997.114883146924,0.0,0
NCT00354939,6.175867270105761,2003.0,1,0,0,0,0,1,0,0,1960,0,0,0,0,0.0,12370.26214202184,0.0,0
NCT01585051,3.951243718581428,2009.0,1,0,0,0,0,1,0,0,1570,0,0,0,0,0.0,7938.048630630088,0.0,0
NCT03966755,3.4339872044851463,2019.0,0,1,0,0,1,0,0,0,1164,1,0,0,1,0.5,6933.220165855511,0.0,0
NCT02294370,4.143134726391533,2013.0,1,0,0,0,0,0,0,0,1063,0,0,0,0,0.0,8340.130204226156,0.0,0
NCT03458533,4.248495242049359,2016.0,1,0,0,0,1,0,0,0,332,1,1,0,0,0.0,8564.966407971508,0.0,0
NCT00204009,7.783640596221253,1992.0,1,0,0,0,0,0,0,0,192,0,0,0,0,0.0,15505.012067672737,0.0,0
NCT03288207,5.786897381366708,2018.0,0,1,0,0,1,0,0,0,2400,1,0,0,1,0.5,11677.958915598016,0.0,0
NCT01890681,6.8679744089702925,2013.0,1,0,0,0,1,0,0,0,615,0,0,0,0,0.0,13825.232485257198,0.0,0
NCT03523403,3.8918202981106265,2017.0,0,1,0,0,1,0,0,0,1227,1,1,0,2,2.0,7849.801541289134,0.0,0
NCT03281512,9.573871756711402,1989.0,1,0,0,0,1,0,0,0,270,1,0,0,0,0.0,19042.43092409898,0.0,0
NCT05925829,3.688879454113936,2017.0,0,1,0,0,0,0,0,0,456,0,0,0,0,0.0,7440.469858947809,0.0,0
NCT01102530,3.4011973816621555,2009.0,1,0,0,0,0,0,0,0,275,0,0,0,0,0.0,6833.005539759271,0.0,0
NCT04027530,3.713572066704308,2020.0,0,1,0,0,0,1,0,0,3433,1,0,0,0,0.0,7501.415574742702,0.0,0
NCT02070081,4.02535169073515,2014.0,1,0,0,0,1,0,1,0,175,0,0,0,0,0.0,8107.058305140591,0.0,0
NCT02156037,5.991464547107982,2009.0,1,0,0,0,0,0,0,0,513,0,0,0,2,2.0,12036.852275139936,0.0,0
NCT01087073,8.733916174927524,2009.0,1,0,0,0,0,0,0,0,225,0,0,0,0,0.0,17546.437595429394,0.0,0
NCT01661192,2.5649493574615367,2013.0,1,0,0,0,0,0,0,0,1535,0,0,0,2,0.6666666666666666,5163.243056570073,0.0,0
NCT07309523,5.081404364984463,2024.0,0,1,0,0,0,0,0,0,951,0,0,0,0,0.0,10284.762434728553,0.0,0
NCT01514279,5.8888779583328805,2011.0,1,0,0,0,1,0,0,0,1173,1,0,0,1,1.0,11842.533574207422,0.0,0
NCT07316569,3.58351893845611,2023.0,0,1,0,0,1,1,0,0,994,1,0,0,1,0.5,7249.45881249671,0.0,0
NCT04828785,5.303304908059076,2021.0,0,1,0,0,0,0,0,0,1561,1,0,0,0,0.0,10717.979219187391,0.0,0
NCT05774015,5.513428746164983,2023.0,0,1,0,0,0,1,0,0,651,0,1,0,0,0.0,11153.66635349176,0.0,0
NCT02719730,1.791759469228055,2016.0,1,0,0,0,1,0,0,0,428,1,0,0,0,0.0,3612.187089963759,0.0,0
NCT00044694,5.056245805348308,2002.0,1,0,0,0,0,0,0,0,402,1,0,0,0,0.0,10122.604102307312,0.0,0
NCT03336476,4.709530201312334,2018.0,0,1,0,0,0,0,0,0,177,0,0,0,0,0.0,9503.83194624829,0.0,0
NCT01369069,7.049254841255837,2012.0,1,0,0,0,0,0,0,0,1862,0,0,0,1,1.0,14183.100740606744,0.0,0
NCT02663245,6.336825731146441,2015.0,1,0,0,0,0,1,0,0,1588,1,0,0,1,1.0,12768.70384826008,0.0,0
NCT03260673,3.4339872044851463,2015.0,1,0,0,0,0,0,0,0,445,0,0,0,0,0.0,6919.48421703757,0.0,0
NCT00542399,3.9318256327243257,2007.0,1,0,0,0,0,0,0,0,976,0,0,0,1,1.0,7891.174044877722,0.0,0
NCT02226003,5.676753802268282,2014.0,1,0,0,0,0,1,0,0,3991,1,1,0,0,0.0,11432.98215776832,0.0,0
NCT01876485,5.638354669333745,2015.0,1,0,0,0,0,0,0,0,1108,0,0,0,0,0.0,11361.284658707496,0.0,0
NCT00504712,3.218875824868201,2006.0,1,0,0,0,0,1,0,0,1149,0,0,0,1,1.0,6457.064904685611,0.0,0
