nct_id,enrollment_log,start_year,pre_semaglutide_era,post_semaglutide_era,phase_Unknown,phase_PHASE4,is_obesity,is_t2d,is_weight_loss,exc_count,criteria_total_len,mentions_bmi,mentions_contraindication,mentions_renal_cutoff,high_risk_term_count,risk_ratio,year_x_enrollment,enrollment_log_x_phase_Unknown,label
NCT04255433,9.495519314209846,2020.0,0,1,0,0,0,1,0,0,10987,1,1,0,6,0.6,19180.94901470389,0.0,0
NCT01613937,4.219507705176107,2009.0,1,0,0,0,0,0,0,0,249,0,0,0,1,1.0,8476.9909796988,0.0,0
NCT04011228,5.41610040220442,2016.0,1,0,0,0,0,0,0,0,298,0,0,0,0,0.0,10918.858410844112,0.0,0
NCT03504683,4.976733742420574,2020.0,0,1,0,0,0,0,0,0,1709,1,0,0,1,0.5,10053.00215968956,0.0,0
NCT07285811,3.49650756146648,2025.0,0,1,0,0,0,1,0,0,1274,1,0,0,0,0.0,7080.427811969623,0.0,0
NCT07142707,4.174387269895637,2025.0,0,1,0,0,1,0,0,0,786,1,1,0,0,0.0,8453.134221538665,0.0,0
NCT00110851,4.51085950651685,2005.0,1,0,0,0,0,1,0,0,2306,1,0,0,0,0.0,9044.273310566285,0.0,0
NCT03990857,4.820281565605037,2019.0,0,1,0,0,0,1,0,0,655,0,0,0,2,2.0,9732.14848095657,0.0,0
NCT05437406,5.123963979403259,2022.0,0,1,0,0,1,0,0,0,2201,1,0,0,5,2.5,10360.65516635339,0.0,0
NCT03723707,5.87493073085203,2018.0,0,1,0,0,0,0,0,0,1357,0,0,0,1,1.0,11855.610214859398,0.0,0
NCT02034513,6.218600119691729,2014.0,1,0,0,0,0,0,0,0,1655,1,0,0,1,1.0,12524.260641059142,0.0,0
NCT06847373,3.713572066704308,2025.0,0,1,0,0,1,0,0,0,866,1,0,0,0,0.0,7519.983435076224,0.0,0
NCT00425009,4.262679877041316,2004.0,1,0,0,0,0,1,0,0,208,0,0,0,0,0.0,8542.410473590797,0.0,0
NCT02072096,5.262690188904886,2014.0,1,0,0,0,0,0,0,0,3553,1,1,0,1,0.3333333333333333,10599.05804045444,0.0,0
NCT07313813,3.044522437723423,2025.0,0,1,0,0,0,1,0,0,1779,0,0,0,0,0.0,6165.157936389932,0.0,0
NCT07284511,4.663439094112067,2026.0,0,1,0,0,0,0,0,0,2301,1,1,1,5,1.25,9448.127604671048,0.0,0
NCT04706637,4.795790545596741,2021.0,0,1,0,0,0,0,0,0,2531,0,0,1,1,1.0,9692.292692651014,0.0,0
NCT00629304,5.198497031265826,2007.0,1,0,0,0,0,0,0,0,954,0,0,0,0,0.0,10433.383541750512,0.0,0
NCT05743907,5.44673737166631,2023.0,0,1,0,0,0,0,0,0,721,1,0,0,0,0.0,11018.749702880945,0.0,0
NCT05597293,3.713572066704308,2023.0,0,1,0,0,0,0,0,0,1520,0,0,0,0,0.0,7512.556290942815,0.0,0
NCT07122726,3.4339872044851463,2024.0,0,1,0,0,0,0,0,0,607,0,0,0,0,0.0,6950.390101877936,0.0,0
NCT02666807,3.9318256327243257,2015.0,1,0,0,0,0,1,0,0,919,1,0,0,0,0.0,7922.628649939516,0.0,0
NCT01991548,3.970291913552122,2013.0,1,0,0,0,0,1,0,0,2148,0,0,0,1,1.0,7992.197621980422,0.0,0
NCT03805633,0.0,2018.0,0,1,0,0,0,0,0,0,332,0,0,0,0,0.0,0.0,0.0,0
NCT00464594,7.848153086199526,2007.0,1,0,0,0,0,0,0,0,855,1,0,0,5,5.0,15751.243244002448,0.0,0
NCT02708758,5.993961427306569,2016.0,1,0,0,0,0,0,0,0,724,0,0,0,0,0.0,12083.826237450045,0.0,0
NCT03917758,3.4339872044851463,2018.0,0,1,0,0,0,0,0,0,1139,1,0,0,0,0.0,6929.786178651025,0.0,0
NCT06148272,5.420534999272286,2023.0,0,1,0,0,1,0,0,0,4158,1,0,0,0,0.0,10965.742303527835,0.0,0
NCT05168306,3.784189633918261,2021.0,0,1,0,0,0,0,1,0,3833,1,1,0,2,1.0,7647.847250148806,0.0,0
NCT05803473,5.117993812416755,2023.0,0,1,0,0,0,0,0,0,1152,0,0,0,1,0.5,10353.701482519096,0.0,0
NCT01589835,4.0943445622221,2012.0,1,0,0,0,0,0,0,0,541,0,0,0,1,0.3333333333333333,8237.821259190867,0.0,0
NCT00806936,8.48632152774915,2008.0,1,0,0,0,0,0,0,0,823,0,0,0,0,0.0,17040.53362772029,0.0,0
NCT06683391,3.49650756146648,2025.0,0,1,0,0,0,0,0,0,919,0,0,0,2,2.0,7080.427811969623,0.0,0
NCT05642533,6.967909201801884,2022.0,0,1,0,0,1,0,0,0,733,1,0,0,0,0.0,14089.11240604341,0.0,0
NCT07257484,3.4339872044851463,2026.0,0,1,0,0,1,0,0,1,1437,1,1,0,1,0.5,6957.2580762869065,0.0,0
NCT04270942,1.9459101490553128,2020.0,0,1,0,0,0,0,0,0,965,0,0,0,0,0.0,3930.738501091733,0.0,0
NCT01410604,3.4657359027997265,2007.0,1,0,0,0,1,0,0,0,567,1,0,0,0,0.0,6955.731956919051,0.0,0
NCT06331338,4.875197323201151,2024.0,0,1,0,0,0,1,0,0,1157,0,0,0,0,0.0,9867.39938215913,0.0,0
NCT06821919,4.262679877041316,2024.0,0,1,0,0,0,0,0,0,587,0,0,0,0,0.0,8627.664071131623,0.0,0
NCT03843190,4.787491742782046,2023.0,0,1,0,0,1,0,1,0,1284,1,0,0,1,0.2,9685.095795648078,0.0,0
NCT01159847,3.4339872044851463,2010.0,1,0,0,0,0,0,0,0,1037,0,0,0,1,0.5,6902.314281015144,0.0,0
NCT04496154,3.737669618283368,2013.0,1,0,0,0,0,1,0,0,2036,1,0,0,0,0.0,7523.92894160442,0.0,0
NCT05121441,3.044522437723423,2021.0,0,1,0,0,1,0,0,0,6380,1,0,0,1,0.2,6152.9798466390375,0.0,0
NCT01978886,5.3981627015177525,2013.0,1,0,0,0,0,0,0,0,453,0,0,0,0,0.0,10866.501518155235,0.0,0
NCT05924932,4.795790545596741,2022.0,0,1,0,0,0,0,0,0,653,0,0,0,2,2.0,9697.08848319661,0.0,0
NCT00306072,4.418840607796598,2005.0,1,0,0,0,0,0,0,0,2221,1,0,0,1,1.0,8859.77541863218,0.0,0
NCT06861868,5.351858133476067,2024.0,0,1,0,0,1,0,0,0,800,0,1,0,0,0.0,10832.16086215556,0.0,0
NCT00361153,3.58351893845611,2006.0,1,0,0,0,0,1,0,0,2059,1,0,0,0,0.0,7188.5389905429565,0.0,0
NCT02341690,5.424950017481403,2015.0,1,0,0,0,0,0,0,0,396,0,1,0,0,0.0,10931.274285225029,0.0,0
NCT04817644,2.70805020110221,2021.0,0,1,0,0,0,0,0,0,2278,1,1,0,0,0.0,5472.969456427567,0.0,0
NCT02330939,2.70805020110221,2014.0,1,0,0,0,0,0,0,0,109,0,0,0,0,0.0,5454.013105019851,0.0,0
NCT05849714,5.159055299214529,2023.0,0,1,0,0,0,0,0,0,408,0,0,0,0,0.0,10436.768870310992,0.0,0
NCT03520972,5.529429087511423,2018.0,0,1,0,0,0,1,0,0,1693,1,1,1,1,0.5,11158.387898598052,0.0,0
NCT01930136,4.6443908991413725,2013.0,1,0,0,0,1,1,0,0,1955,1,0,0,0,0.0,9349.158879971585,0.0,0
NCT04169243,1.791759469228055,2022.0,0,1,0,0,0,0,0,0,259,0,0,0,0,0.0,3622.937646779127,0.0,0
NCT02128802,3.044522437723423,2014.0,1,0,0,0,1,0,1,0,689,1,0,0,0,0.0,6131.668189574974,0.0,0
NCT04076007,3.80666248977032,2009.0,1,0,0,0,0,0,0,1,1153,1,0,1,3,1.0,7647.584941948572,0.0,0
NCT03243383,5.575949103146316,2017.0,0,1,0,0,0,0,0,0,937,0,0,0,1,1.0,11246.68934104612,0.0,0
NCT03234387,2.3978952727983707,2017.0,0,1,0,0,0,0,0,0,3686,0,1,0,0,0.0,4836.554765234314,0.0,0
NCT02079870,3.4339872044851463,2014.0,1,0,0,0,1,0,0,0,2424,1,0,0,1,0.3333333333333333,6916.050229833085,0.0,0
NCT04945070,4.574710978503383,2021.0,0,1,0,0,0,1,0,0,4900,0,1,0,2,0.25,9245.490887555336,0.0,0
NCT00222781,3.218875824868201,2004.0,1,0,0,0,1,0,0,0,2939,1,1,0,1,1.0,6450.627153035874,0.0,0
NCT00292994,4.875197323201151,2004.0,1,0,0,0,1,0,1,0,1640,1,0,0,2,0.6666666666666666,9769.895435695107,0.0,0
NCT04436419,3.713572066704308,2018.0,0,1,0,0,1,0,0,0,453,1,0,0,1,1.0,7493.988430609294,0.0,0
NCT04550403,6.630683385642372,2020.0,0,1,0,0,0,0,0,0,277,0,0,0,1,1.0,13393.98043899759,0.0,0
NCT00231192,0.0,2005.0,1,0,0,0,0,0,0,0,164,0,0,0,0,0.0,0.0,0.0,0
NCT05628584,3.295836866004329,2022.0,0,1,0,0,0,0,0,0,2174,1,0,0,1,1.0,6664.182143060753,0.0,0
NCT06556927,4.394449154672439,2024.0,0,1,0,0,0,0,0,0,796,0,0,0,0,0.0,8894.365089057017,0.0,0
NCT03528980,4.0943445622221,2012.0,1,0,0,0,1,0,1,0,119,1,0,0,1,1.0,8237.821259190867,0.0,0
NCT06426290,5.8888779583328805,2024.0,0,1,0,0,0,0,0,0,1054,0,1,0,1,0.5,11919.08898766575,0.0,0
NCT02096705,6.169610732491456,2014.0,1,0,0,0,0,0,0,0,964,0,0,0,2,0.6666666666666666,12425.596015237794,0.0,0
NCT05199454,4.110873864173311,2022.0,0,1,0,0,1,0,0,0,467,1,0,0,0,0.0,8312.186953358436,0.0,0
NCT01880476,3.828641396489095,2013.0,1,0,0,0,0,0,0,0,320,0,0,0,0,0.0,7707.055131132548,0.0,0
NCT05333393,3.555348061489413,2023.0,0,1,0,0,0,0,0,0,640,0,0,0,0,0.0,7192.469128393083,0.0,0
NCT03922750,5.043425116919247,2019.0,0,1,0,0,0,0,0,0,2509,1,0,0,2,0.2857142857142857,10182.675311059958,0.0,0
NCT01799850,2.5649493574615367,2002.0,1,0,0,0,0,0,0,0,159,0,0,0,0,0.0,5135.028613637996,0.0,0
NCT06025110,2.302585092994046,2023.0,0,1,0,0,0,0,0,0,389,0,0,0,0,0.0,4658.129643126955,0.0,1
NCT01409213,7.329093736246592,2009.0,1,0,0,0,0,1,0,0,366,0,1,0,0,0.0,14724.149316119405,0.0,0
NCT02663661,4.30406509320417,2016.0,1,0,0,0,0,0,0,0,435,0,0,0,0,0.0,8676.995227899608,0.0,0
NCT03682640,4.110873864173311,2018.0,0,1,0,0,0,0,0,0,1924,1,0,0,2,2.0,8295.743457901743,0.0,0
NCT04917601,6.523562306149512,2022.0,0,1,0,0,1,0,0,0,1055,1,0,0,1,1.0,13190.642983034311,0.0,0
NCT02749032,3.218875824868201,2011.0,1,0,0,0,0,1,0,0,2697,0,0,0,0,0.0,6473.159283809951,0.0,0
NCT00433680,6.0063531596017325,2007.0,1,0,0,0,1,0,0,0,459,1,0,0,0,0.0,12054.750791320675,0.0,0
NCT06188234,8.006700845440367,2022.0,0,1,0,0,0,0,0,0,641,0,1,0,0,0.0,16189.549109480422,0.0,0
NCT04259489,5.351858133476067,2020.0,0,1,0,0,0,1,0,0,654,0,0,0,1,1.0,10810.753429621656,0.0,0
NCT00290927,5.968707559985366,2003.0,1,0,0,0,0,0,0,0,1874,1,0,0,0,0.0,11955.321242650689,0.0,0
NCT04200391,2.5649493574615367,2020.0,0,1,0,0,0,0,0,2,1394,1,0,0,1,0.3333333333333333,5181.197702072304,0.0,0
NCT01588743,4.875197323201151,2008.0,1,0,0,0,0,1,0,0,674,1,0,0,0,0.0,9789.396224987911,0.0,0
NCT02612675,2.6390573296152584,2013.0,1,0,0,0,0,0,0,0,561,0,0,0,0,0.0,5312.422404515515,0.0,0
NCT03155867,2.6390573296152584,2017.0,0,1,0,0,0,0,0,0,1187,0,0,0,0,0.0,5322.978633833976,0.0,0
NCT02232698,5.796057750765372,2014.0,1,0,0,0,0,0,0,0,2160,0,0,0,2,0.6666666666666666,11673.260310041458,0.0,0
NCT00364871,6.018593214496234,2005.0,1,0,0,0,1,0,0,0,3938,1,0,0,2,0.4,12067.27939506495,0.0,0
NCT01783275,3.044522437723423,2013.0,1,0,0,0,1,1,0,0,180,1,0,0,0,0.0,6128.623667137251,0.0,0
NCT02785965,4.442651256490317,2016.0,1,0,0,0,1,0,0,0,746,0,0,0,1,1.0,8956.384933084479,0.0,0
NCT02615353,4.770684624465665,2016.0,1,0,0,0,1,0,0,0,639,1,0,0,1,1.0,9617.70020292278,0.0,0
NCT07310849,5.135798437050262,2026.0,0,1,0,0,0,0,0,0,1310,0,0,0,1,1.0,10405.127633463831,0.0,0
NCT05951660,5.54907608489522,2023.0,0,1,0,0,0,0,0,0,704,1,0,0,0,0.0,11225.78091974303,0.0,0
NCT03129841,4.262679877041316,2017.0,0,1,0,0,1,0,1,0,721,1,0,0,0,0.0,8597.825311992334,0.0,0
NCT06311175,4.691347882229144,2024.0,0,1,0,0,1,0,1,0,1740,1,0,0,2,2.0,9495.288113631786,0.0,0
NCT05147116,3.1354942159291497,2022.0,0,1,0,0,0,0,1,0,301,0,1,0,0,0.0,6339.9693046087405,0.0,0
NCT05453617,5.602118820879701,2022.0,0,1,0,0,1,0,0,0,1400,1,0,0,3,3.0,11327.484255818756,0.0,0
NCT04838678,4.61512051684126,2021.0,0,1,0,0,1,0,0,0,433,1,0,0,0,0.0,9327.158564536188,0.0,0
NCT05404789,3.9318256327243257,2021.0,0,1,0,0,0,0,0,1,4740,0,0,0,5,5.0,7946.219603735863,0.0,0
NCT04449198,3.218875824868201,2020.0,0,1,0,0,0,0,0,0,402,0,0,0,0,0.0,6502.129166233765,0.0,0
NCT03902301,4.394449154672439,2018.0,0,1,0,0,1,0,0,0,952,1,0,0,0,0.0,8867.998394128983,0.0,0
NCT04433338,4.394449154672439,2020.0,0,1,0,0,1,0,1,0,689,0,1,0,0,0.0,8876.787292438326,0.0,0
NCT00258674,7.545389749611823,2000.0,1,0,0,0,0,0,0,0,268,0,0,0,0,0.0,15090.779499223649,0.0,0
NCT05903482,4.262679877041316,2023.0,0,1,0,0,0,0,0,0,111,0,0,0,0,0.0,8623.401391254582,0.0,0
NCT06256497,4.61512051684126,2023.0,0,1,0,0,0,0,0,0,699,1,0,0,0,0.0,9336.388805569868,0.0,0
NCT05894252,4.6443908991413725,2023.0,0,1,0,0,0,1,0,0,538,0,0,0,0,0.0,9395.602788962997,0.0,0
NCT05443191,3.9318256327243257,2022.0,0,1,0,0,0,0,0,0,1338,0,0,0,0,0.0,7950.151429368587,0.0,0
NCT05472441,6.343880434126331,2023.0,0,1,0,0,0,0,0,0,256,0,0,0,0,0.0,12833.670118237567,0.0,0
NCT04039945,12.560247968016562,2015.0,1,0,0,0,0,0,0,0,48,0,0,0,0,0.0,25308.89965555337,0.0,0
NCT02010242,4.919980925828125,2013.0,1,0,0,0,0,1,0,0,1564,0,0,0,0,0.0,9903.921603692015,0.0,0
NCT06760715,5.093750200806762,2024.0,0,1,0,0,0,1,0,0,628,1,0,0,1,1.0,10309.750406432888,0.0,0
NCT06271382,4.110873864173311,2025.0,0,1,0,0,0,0,0,0,447,0,0,0,0,0.0,8324.519574950955,0.0,0
NCT04998136,5.017279836814924,2022.0,0,1,0,0,1,0,0,0,772,1,0,1,1,0.5,10144.939830039775,0.0,0
NCT03290768,5.883322388488279,2017.0,0,1,0,0,0,0,0,0,897,0,0,0,1,1.0,11866.661257580858,0.0,0
NCT05779644,5.707110264748875,2023.0,0,1,0,0,1,0,1,0,999,1,1,0,5,5.0,11545.484065586976,0.0,0
NCT05899439,7.937731775260109,2005.0,1,0,0,0,0,0,0,0,74,0,0,0,0,0.0,15915.152209396518,0.0,0
NCT06892002,4.709530201312334,2025.0,0,1,0,0,0,0,0,0,598,0,0,0,0,0.0,9536.798657657477,0.0,0
NCT05280184,5.159055299214529,2023.0,0,1,0,0,0,0,0,0,642,0,0,0,0,0.0,10436.768870310992,0.0,0
NCT03837626,4.927253685157205,2019.0,0,1,0,0,1,0,0,0,1629,1,0,0,1,1.0,9948.125190332396,0.0,0
NCT00179400,3.295836866004329,2000.0,1,0,0,0,0,1,0,0,310,0,0,0,0,0.0,6591.673732008659,0.0,0
NCT03895996,3.258096538021482,2019.0,0,1,0,0,0,0,0,0,2473,0,0,0,1,0.5,6578.096910265373,0.0,0
NCT01044537,3.9318256327243257,2010.0,1,0,0,0,0,1,0,0,2206,1,0,0,0,0.0,7902.9695217758945,0.0,0
NCT07088068,6.584791392385716,2025.0,0,1,0,0,0,0,0,0,6592,0,0,0,2,0.4,13334.202569581075,0.0,0
NCT00377117,3.688879454113936,2006.0,1,0,0,0,0,0,0,0,439,0,0,0,0,0.0,7399.892184952556,0.0,0
NCT01992133,3.295836866004329,2011.0,1,0,0,0,0,0,0,0,717,0,0,0,0,0.0,6627.927937534706,0.0,0
NCT00664495,0.0,1999.0,1,0,0,0,1,0,0,0,85,0,0,0,0,0.0,0.0,0.0,0
NCT00687115,4.430816798843313,2008.0,1,0,0,0,1,0,1,0,3664,1,0,0,0,0.0,8897.080132077373,0.0,0
NCT01071850,6.023447592961033,2010.0,1,0,0,0,0,0,0,0,1713,0,0,0,2,0.6666666666666666,12107.129661851675,0.0,0
NCT05585983,4.61512051684126,2022.0,0,1,0,0,0,0,0,0,872,0,0,0,1,1.0,9331.773685053027,0.0,0
NCT02497274,3.044522437723423,2016.0,1,0,0,0,1,0,0,0,1055,1,1,0,3,1.5,6137.757234450421,0.0,0
NCT03001167,6.234410725718371,2016.0,1,0,0,0,1,0,0,0,1006,0,0,0,0,0.0,12568.572023048237,0.0,0
NCT01401751,2.6390573296152584,2011.0,1,0,0,0,0,0,0,1,471,0,0,0,1,1.0,5307.144289856285,0.0,0
NCT06896799,3.58351893845611,2025.0,0,1,0,0,0,0,0,0,911,0,0,0,1,1.0,7256.625850373623,0.0,0
NCT03804905,4.976733742420574,2026.0,0,1,0,0,0,1,0,0,168,0,0,0,0,0.0,10082.862562144084,0.0,0
NCT05916482,6.220590170099739,2023.0,0,1,0,0,1,0,0,0,188,1,0,0,0,0.0,12584.253914111772,0.0,0
NCT01730196,6.405228458030842,2009.0,1,0,0,0,0,0,0,0,1017,1,0,0,0,0.0,12868.10397218396,0.0,0
NCT01787903,3.970291913552122,2013.0,1,0,0,0,0,0,0,0,1446,0,0,0,0,0.0,7992.197621980422,0.0,0
NCT07176663,2.772588722239781,2026.0,0,1,0,0,1,0,0,0,288,1,0,0,1,0.5,5617.264751257797,0.0,0
NCT07184632,5.3981627015177525,2025.0,0,1,0,0,1,0,0,0,1980,1,0,0,1,0.5,10931.279470573449,0.0,0
NCT03910361,3.951243718581428,2019.0,0,1,0,0,0,0,0,0,674,1,0,0,0,0.0,7977.561067815902,0.0,0
NCT00339482,9.445254378889308,1976.0,1,0,0,0,0,0,0,0,1030,0,0,0,0,0.0,18663.82265268527,0.0,0
NCT05254496,5.293304824724492,2022.0,0,1,0,0,1,0,0,0,1445,1,0,0,0,0.0,10703.062355592923,0.0,0
NCT06988306,6.88653164253051,2026.0,0,1,0,0,0,0,0,0,414,0,0,0,0,0.0,13952.113107766814,0.0,0
NCT02872740,2.3978952727983707,2016.0,1,0,0,0,1,0,1,0,2127,1,0,0,1,1.0,4834.156869961515,0.0,0
NCT07152002,4.976733742420574,2025.0,0,1,0,0,1,0,0,0,1317,1,0,0,1,0.5,10077.885828401662,0.0,0
NCT01419951,4.110873864173311,2009.0,1,0,0,0,1,0,0,0,492,1,0,0,0,0.0,8258.745593124182,0.0,0
NCT07292558,5.726847747587197,2025.0,0,1,0,0,0,0,0,0,514,0,0,0,0,0.0,11596.866688864073,0.0,0
NCT07063524,3.044522437723423,2024.0,0,1,0,0,0,0,0,0,883,0,1,0,1,1.0,6162.113413952208,0.0,0
NCT06961591,4.74493212836325,2025.0,0,1,0,0,1,0,1,0,1427,1,0,0,1,1.0,9608.487559935582,0.0,0
NCT02535715,2.4849066497880004,2015.0,1,0,0,0,0,0,0,0,689,1,0,0,0,0.0,5007.0868993228205,0.0,0
NCT07222137,5.017279836814924,2026.0,0,1,0,0,0,0,0,0,650,0,0,0,1,1.0,10165.008949387036,0.0,0
NCT00980941,2.8903717578961645,2007.0,1,0,0,0,1,0,0,0,180,1,0,0,0,0.0,5800.976118097602,0.0,0
NCT07051681,3.713572066704308,2023.0,0,1,0,0,0,0,0,0,244,0,0,0,0,0.0,7512.556290942815,0.0,0
NCT06278285,3.713572066704308,2024.0,0,1,0,0,1,0,0,0,678,1,0,0,0,0.0,7516.269863009519,0.0,0
NCT01476475,5.780743515792329,2011.0,1,0,0,0,0,1,0,0,1804,1,1,0,1,0.3333333333333333,11625.075210258374,0.0,0
NCT00381342,5.455321115357702,2006.0,1,0,0,0,0,1,0,0,979,1,0,0,0,0.0,10943.37415740755,0.0,0
NCT07139405,4.51085950651685,2026.0,0,1,0,0,0,1,0,0,3303,1,0,1,3,0.6,9139.001360203138,0.0,0
NCT00631774,4.110873864173311,2007.0,1,0,0,0,1,1,0,0,2857,1,0,0,4,4.0,8250.523845395835,0.0,0
NCT01713023,2.833213344056216,2013.0,1,0,0,0,0,0,0,0,580,1,0,0,0,0.0,5703.258461585163,0.0,0
NCT02935478,2.19722457733622,2017.0,0,1,0,0,1,0,1,1,2216,1,0,0,2,2.0,4431.801972487155,0.0,1
NCT07254715,4.110873864173311,2025.0,0,1,0,0,0,0,0,0,701,1,0,0,0,0.0,8324.519574950955,0.0,0
NCT00916188,3.828641396489095,2006.0,1,0,0,0,0,1,0,0,151,0,0,0,0,0.0,7680.254641357124,0.0,0
NCT00928889,5.081404364984463,2009.0,1,0,0,0,0,0,0,1,560,0,0,0,2,2.0,10208.541369253786,0.0,0
NCT01470534,3.49650756146648,2011.0,1,0,0,0,1,0,0,0,1028,1,0,0,0,0.0,7031.476706109092,0.0,0
NCT02974504,5.337538079701318,2016.0,1,0,0,0,0,0,0,0,560,1,0,0,0,0.0,10760.476768677858,0.0,0
NCT02748330,3.713572066704308,2016.0,1,0,0,0,0,0,0,0,5472,0,1,0,3,0.75,7486.561286475885,0.0,0
NCT04232293,6.583409222158765,2021.0,0,1,0,0,0,0,0,0,601,1,0,0,0,0.0,13305.070037982863,0.0,0
NCT00353834,4.290459441148391,2006.0,1,0,0,0,0,1,0,0,1756,0,0,0,0,0.0,8606.661638943673,0.0,0
NCT05236881,3.610917912644224,2022.0,0,1,0,0,1,0,0,0,1067,1,0,0,1,1.0,7301.276019366622,0.0,0
NCT06292000,0.0,2024.0,0,1,0,0,1,0,0,0,1739,1,1,0,0,0.0,0.0,0.0,0
NCT07246421,3.218875824868201,2026.0,0,1,0,0,0,1,0,0,1465,1,0,0,1,1.0,6521.442421182975,0.0,0
NCT00013208,5.564520407322694,2000.0,1,0,0,0,0,0,0,0,1263,0,0,0,0,0.0,11129.040814645388,0.0,0
NCT04280549,4.61512051684126,2018.0,0,1,0,0,0,1,0,0,431,0,0,0,1,1.0,9313.313202985662,0.0,0
NCT05478707,3.871201010907891,2023.0,0,1,0,0,0,0,0,0,1732,1,1,0,1,0.3333333333333333,7831.439645066664,0.0,0
NCT06754878,4.997212273764115,2025.0,0,1,0,0,0,0,0,0,454,0,1,0,0,0.0,10119.354854372332,0.0,0
NCT01508481,7.313886831633462,2007.0,1,0,0,0,0,1,0,0,221,0,0,0,0,0.0,14678.970871088355,0.0,0
NCT00174668,5.7430031878094825,2004.0,1,0,0,0,0,0,0,0,4761,1,0,0,2,0.5,11508.978388370202,0.0,0
NCT06322212,3.970291913552122,2024.0,0,1,0,0,0,0,0,0,1315,1,1,0,1,0.25,8035.870833029495,0.0,0
NCT01806493,4.6443908991413725,2011.0,1,0,0,0,1,0,0,0,203,1,0,0,0,0.0,9339.8700981733,0.0,0
NCT04164966,3.367295829986474,2019.0,0,1,0,0,0,0,0,0,1932,0,0,0,1,0.3333333333333333,6798.570280742692,0.0,0
NCT05268081,3.258096538021482,2022.0,0,1,0,0,0,0,0,0,446,0,0,0,0,0.0,6587.871199879437,0.0,0
NCT05407233,4.276666119016055,2019.0,0,1,0,0,0,0,0,0,295,0,0,0,0,0.0,8634.588894293416,0.0,0
NCT02484976,4.406719247264253,2014.0,1,0,0,0,1,0,0,0,1145,1,0,0,1,1.0,8875.132563990206,0.0,0
NCT06810557,3.9318256327243257,2025.0,0,1,0,0,1,0,0,0,624,1,0,0,0,0.0,7961.946906266759,0.0,0
NCT06985095,4.7535901911063645,2025.0,0,1,0,0,0,0,0,0,941,0,0,0,2,2.0,9626.020136990388,0.0,0
NCT00902161,3.1354942159291497,2009.0,1,0,0,0,0,1,0,0,1702,0,0,0,0,0.0,6299.207879801662,0.0,0
NCT00590876,3.610917912644224,2008.0,1,0,0,0,0,0,0,0,5833,1,0,0,4,1.0,7250.723168589602,0.0,0
NCT00021944,0.0,2001.0,1,0,0,0,0,0,0,0,23,0,0,0,0,0.0,0.0,0.0,0
NCT01067950,5.198497031265826,2010.0,1,0,0,0,0,0,0,0,3348,1,1,0,2,0.6666666666666666,10448.97903284431,0.0,0
NCT02691260,4.663439094112067,2016.0,1,0,0,0,1,0,1,0,978,1,0,0,0,0.0,9401.493213729927,0.0,0
NCT01672255,4.174387269895637,2012.0,1,0,0,0,0,0,0,0,905,1,0,0,0,0.0,8398.86718703002,0.0,0
NCT04972721,8.131824785007195,2023.0,0,1,0,0,1,0,0,0,490,0,0,0,0,0.0,16450.681540069556,0.0,0
NCT06778005,4.465908118654584,2025.0,0,1,0,0,0,0,0,0,1590,1,0,0,1,0.5,9043.463940275533,0.0,0
NCT00038727,7.930206206684683,2002.0,1,0,0,0,0,0,0,0,70,0,0,0,0,0.0,15876.272825782737,0.0,0
NCT04738591,5.337538079701318,2020.0,0,1,0,0,0,0,0,0,316,0,0,0,0,0.0,10781.826920996662,0.0,0
NCT01520831,3.58351893845611,1999.0,1,0,0,0,0,0,0,0,1011,1,0,0,1,1.0,7163.454357973764,0.0,0
NCT07303439,4.795790545596741,2025.0,0,1,0,0,0,0,0,0,2290,0,1,0,1,1.0,9711.4758548334,0.0,0
NCT04443790,4.890349128221754,2015.0,1,0,0,0,1,0,0,0,588,1,0,0,0,0.0,9854.053493366831,0.0,0
NCT02088658,5.303304908059076,2013.0,1,0,0,0,0,1,0,0,584,0,0,0,0,0.0,10675.55277992292,0.0,0
NCT02366598,3.4657359027997265,2015.0,1,0,0,0,1,0,0,0,700,1,0,0,0,0.0,6983.457844141449,0.0,0
NCT06804694,4.110873864173311,2024.0,0,1,0,0,0,0,0,0,420,0,0,0,0,0.0,8320.408701086782,0.0,0
NCT05569772,5.53338948872752,2023.0,0,1,0,0,0,0,0,0,1584,0,1,0,3,0.6,11194.046935695773,0.0,0
NCT01858896,3.367295829986474,2013.0,1,0,0,0,0,1,0,0,333,1,0,0,0,0.0,6778.366505762772,0.0,0
NCT06852950,4.110873864173311,2025.0,0,1,0,0,0,1,0,0,1505,0,0,0,3,3.0,8324.519574950955,0.0,0
NCT04315519,3.367295829986474,2020.0,0,1,0,0,0,1,0,0,475,1,0,0,0,0.0,6801.937576572678,0.0,0
NCT03472196,2.70805020110221,2018.0,0,1,0,0,1,0,0,0,4381,1,0,0,2,0.5,5464.84530582426,0.0,0
NCT00474838,4.727387818712341,2007.0,1,0,0,0,0,1,0,0,674,0,1,0,2,1.0,9487.867352155668,0.0,0
NCT05931380,5.476463551931511,2023.0,0,1,0,0,1,0,0,0,1920,1,0,1,1,1.0,11078.885765557448,0.0,0
NCT03522870,4.653960350157523,2018.0,0,1,0,0,0,0,0,0,1631,0,0,0,2,1.0,9391.69198661788,0.0,0
